#Name		c1			c2			c3			c4
CoRoT-13b		 0.50198832		 0.17330116		 0.09001137		-0.10995555
HATS-5b		 0.70423692		-0.54742078		 1.02998136		-0.45515813
NGTS-1b		 0.62689944		 0.01804588		 0.18359235		-0.07020734
WASP-153b		 0.58821898		-0.00910979		 0.27671662		-0.17604996
HATS-16b		 0.50495839		 0.12461973		 0.18151212		-0.14715232
CoRoT-18b		 0.58484467		-0.18970242		 0.61143949		-0.31718466
WASP-135b		 0.56833819		-0.09195236		 0.46123864		-0.26063925
HATS-39b		 0.40464731		 0.62210297		-0.60298376		 0.19448212
HATS-70b		 0.48564880		 0.30499248		-0.29553397		 0.08584068
WASP-4b		 0.58484467		-0.18970242		 0.61143949		-0.31718466
TOI-837b		 0.47293064		 0.26036025		-0.02491914		-0.06148239
HATS-33b		 0.66400943		-0.32382458		 0.71134151		-0.34831687
CoRoT-12b		 0.63168924		-0.24062138		 0.61714806		-0.31397888
HATS-55b		 0.49344819		 0.28137372		-0.10936812		-0.01975618
WASP-159b		 0.55476283		 0.08089836		 0.16720875		-0.13233985
TOI-169b		 0.57342781		-0.00788330		 0.29538592		-0.18734263
WASP-150b		 0.50205642		 0.32134910		-0.19389327		 0.02174355
WASP-119b		 0.59588873		-0.14558737		 0.50889904		-0.27400803
WASP-48b		 0.44869747		 0.36479323		-0.17323705		 0.00287659
HATS-6b		 0.69781904		-0.13285253		 0.35578142		-0.15604072
HAT-P-21b		 0.62564931		-0.30923634		 0.75201091		-0.36998255
WASP-7b		 0.40464731		 0.62210297		-0.60298376		 0.19448212
WASP-136b		 0.35793726		 0.65258456		-0.55140385		 0.15722019
HD219666b		 0.62564931		-0.30923634		 0.75201091		-0.36998255
LHS3844b		 0.70138665		 0.33877090		-0.42810084		 0.14251962
WASP-42b		 0.72356610		-0.58519226		 1.06450272		-0.46432317
WASP-113b		 0.51661856		 0.18688003		 0.03906254		-0.08163055
KELT-7b		 0.39812092		 0.64294792		-0.64864491		 0.21405739
WASP-141b		 0.60560575		-0.09341599		 0.39803218		-0.22756794
KPS-1b		 0.70423692		-0.54742078		 1.02998136		-0.45515813
HATS-47b		 0.70547699		-0.67183980		 1.20326242		-0.47933724
LHS1815b		 0.71512036		 0.37048333		-0.55088620		 0.20609106
WASP-95b		 0.59588873		-0.14558737		 0.50889904		-0.27400803
TOI-132b		 0.67859422		-0.42565568		 0.86528332		-0.40387692
K2-237b		 0.50198832		 0.17330116		 0.09001137		-0.10995555
XO-6b		 0.35800389		 0.77950384		-0.82812527		 0.29067337
WASP-35b		 0.47293064		 0.26036025		-0.02491914		-0.06148239
HATS-68b		 0.50205642		 0.32134910		-0.19389327		 0.02174355
HAT-P-55b		 0.56833819		-0.09195236		 0.46123864		-0.26063925
KELT-24b		 0.46698721		 0.48731598		-0.45594844		 0.13657861
WASP-124b		 0.50198832		 0.17330116		 0.09001137		-0.10995555
HATS-28b		 0.62564931		-0.30923634		 0.75201091		-0.36998255
WASP-142b		 0.58821898		-0.00910979		 0.27671662		-0.17604996
WASP-13b		 0.47415411		 0.28497873		-0.06082837		-0.04716320
