#Name		 u1_SPAM		 u2_SPAM
WASP-61b	0.3493754477908523	0.16975178654461656
WASP-130b	0.41824925851782235	0.13735349253583887
HATS-13b	0.4212547433195619	0.14256415325320165
WASP-156b	0.49653771239270267	0.10694177379631259
NGTS-4b	0.3179240525488348	0.35278840258563754
WASP-190b	0.24280504762232138	0.31297095011962234
WASP-44b	0.43088049189169003	0.14059031529838656
TOI-892b	0.24156879186502161	0.31956929921109306
WASP-82b	0.3657787694028647	0.14021723507578804
TOI-540b	0.22209080314130164	0.347965181722084
WASP-22b	0.3693103443471686	0.1630583892383452
TOI-905b	0.4142071391532552	0.14167291674314497
HAT-P-42b	0.41397379976622023	0.13657688943836924
WASP-62b	0.35769815605683963	0.16384759936028243
HATS-3b	0.3772535096916572	0.13548954953776088
LTT9779b	0.2800795516292109	0.3376791893271826
K2-260b	0.36864556487109423	0.14379169892792842
TrES-3b	0.41010671087987477	0.14767091011775635
Qatar-10b	0.3669381270683537	0.1595692746974798
WASP-144b	0.4559077652555852	0.1267896258655996
HD221416b	0.3473299295997939	0.38856510115484233
WASP-182b	0.4310384624432234	0.11637886701043848
HAT-P-5b	0.37444503968763	0.15801670531504536
WASP-15b	0.35629728826359164	0.16142670018125643
WASP-73b	0.26405600629642173	0.3588650821726306
HD1397b	0.28537976611981686	0.36184474028943414
K2-115b	0.4071133402763565	0.1434276001996058
WASP-161b	0.37077884622039436	0.14032519670052068
HATS-24b	0.36530113709320916	0.16183920048143968
WASP-79b	0.36431221053106916	0.13918488029121262
XO-3b	0.3752945872904422	0.13991120357094716
KELT-8b	0.4115157158557441	0.12945495569134657
HATS-42b	0.3914255639818369	0.13893090314158144
HAT-P-36b	0.4142401874133482	0.1427488922530911
KELT-1b	0.3436182741586274	0.16228876274929704
WASP-16b	0.40669786281235804	0.14300177988788546
WASP-99b	0.2494132254799277	0.3397886932570419
HD2685b	0.3418738575945167	0.152210637476185
WASP-121b	0.36153559784111555	0.14763821369468166
HAT-P-50b	0.38552179132286896	0.12914803232755978
TOI-954b	0.27672896996270624	0.3221974353452781
HATS-27b	0.37030261178169044	0.14099155009418227
WASP-93b	0.23073067428410798	0.29625452836821997
HATS-41b	0.3840973493666042	0.12184451830134471
HATS-29b	0.41052500838365036	0.13960108775089192
HATS-60b	0.41933898106869844	0.12762780698655804
HAT-P-2b	0.24390879204973004	0.30155276257671715
WASP-97b	0.4133186693030277	0.14415508312955017
HATS-45b	0.3458295314300474	0.16129180260458192
WASP-166b	0.25364420502503865	0.3257127476234478
HATS-63b	0.41298569041152694	0.14402491304028628
HAT-P-31b	0.36721118091439126	0.15849766331325746
TOI-1728b	0.2784216101549399	0.34589383766210113
L168-9b	0.44691747249342306	0.46000786295589347
HATS-46b	0.42731907129885977	0.1326509841734797
TOI-481b	0.2721673621423511	0.35543379509916306
LP714-47b	0.3751451510495083	0.20340085816809012
XO-7b	0.35520935737845294	0.1612466428586761
HATS-69b	0.4628853741945316	0.12644935614442887
TOI-824b	0.32941147711452823	0.3661287983021921
HATS-14b	0.4393390066445422	0.13827221835149875
HAT-P-69b	0.31026381723989815	0.1500007621434135
HATS-7b	0.4965025118712709	0.10955839157660208
WASP-6b	0.42498970005528924	0.13759951783889823
WASP-66b	0.23011628068545373	0.30131421624058463
WASP-25b	0.3865822975762074	0.15914045178522693
WASP-43b	0.5461202353050455	0.09249133988018371
GJ1252b	0.2584246180596556	0.32405774367777673
KELT-12b	0.384052818324036	0.13131464354071076
TOI-122b	0.2281708178987672	0.3009431628428481
HATS-57b	0.41523604410590353	0.14149991297298345
HATS-4b	0.4320415418972814	0.137851220568266
HD332231b	0.3639920539652117	0.16192814422327845
CoRoT-19b	0.39217318074283214	0.1345818314432577
HATS-17b	0.2608885386148015	0.33133781199400186
HATS-71b	0.2357677664000186	0.2960740640190471
WASP-5b	0.41197881581813034	0.1373842736515053
HATS-32b	0.4084042111468689	0.1408125719419089
KELT-11b	0.2839766376643703	0.3447902628813309
CoRoT-13b	0.387856342007164	0.15013564826604922
HATS-5b	0.4412520949849842	0.13513229747093253
NGTS-1b	0.2653595048246446	0.32383647831119927
WASP-153b	0.4020785148386746	0.13622003286490791
HATS-16b	0.4182464910180551	0.1283907283125409
CoRoT-18b	0.4327065619963746	0.13785049717389647
WASP-135b	0.4071506330300951	0.14286443021204062
HATS-39b	0.36713342197974136	0.13470300548471922
HATS-70b	0.1774276343326106	0.2957427036575307
WASP-4b	0.43046452951525294	0.14050826645611067
#TOI-837b	1.23456e-07	1.23456e-07
HATS-33b	0.407975084921405	0.14274810310427374
CoRoT-12b	0.40747251216258207	0.14393878398376847
HATS-55b	0.35937133720539827	0.16192965467145526
WASP-159b	0.38935304577799545	0.13926845234004545
TOI-169b	0.25655580996178395	0.31219160234297405
WASP-150b	0.2502828775855752	0.30373276263909177
WASP-119b	0.41324407677608105	0.1438009388906552
WASP-48b	0.40222978718372226	0.13539992985587496
HATS-6b	0.27906640396324756	0.2699794890317584
HAT-P-21b	0.4160449212207515	0.14098090302654187
WASP-7b	0.3673282004257566	0.14546113881874456
WASP-136b	0.24615315700684817	0.3000366215453942
HD219666b	0.2811874202186753	0.3385093141479366
LHS3844b	0.2976389842426937	0.37247589768472306
WASP-42b	0.44351736669912367	0.13346958482265997
WASP-113b	0.4075413560902764	0.12951969450266906
KELT-7b	0.3318359207830058	0.15950457906291765
WASP-141b	0.38699586438734457	0.15064373822958632
KPS-1b	0.4526643580600996	0.12968666488845101
HATS-47b	0.5395242398956781	0.09196011789812356
